target_id	length	eff_length	est_counts	tpm
rpsQ|EG10916|b3311|30S	255	40.5221	423	506.977
mcbA|G6415|b0806|DUF1471	261	42.7544	99	112.459
ydfD|EG11303|b1576|Qin	192	21.9088	64	141.874
ilvL|EG11270|b3766|<i>ilvXGMEDA</i>	99	100	133	64.5939
acpS|EG10247|b2563|holo-[acyl-carrier-protein]	381	120.479	94	37.8928
rcdB|EG12247|b3521|putative	900	620.057	266	20.8348
clsC|G6551|b1046|cardiolipin	1422	1142.06	503	21.3904
ilvA|EG10493|b3772|threonine	1545	1265.06	3978	152.719
lplA|EG11796|b4386|lipoate&mdash;protein	1017	737.057	380	25.0393
tpr|EG11016|b1229|protamine-like	90	91	0	0
rpsA|EG10900|b0911|30S	1674	1394.06	51147	1781.88
pspD|EG10779|b1307|phage	222	27.9004	49	85.2953
livJ|EG10539|b3460|branched	1104	824.057	2761	162.723
lipA|EG11306|b0628|lipoyl	966	686.057	1701	120.416
hupB|EG10467|b0440|DNA-binding	273	47.6937	4935	5025.34
pgpA|EG10704|b0418|phosphatidylglycerophosphatase	519	242.171	230	46.1259
ilvM|EG10501|b3769|acetolactate	264	43.9628	409	451.833
lipB|EG11591|b0630|lipoyl(octanoyl)	642	362.634	390	52.2319
yraI|G7638|b3143|putative	696	416.368	0	0
rplP|EG10877|b3313|50S	411	143.45	5790	1960.27
fhuA|EG10302|b0150|ferrichrome	2244	1964.06	1959	48.4418
ivbL|EG11275|b3672|<i>ilvBN</i>	99	100	78	37.8821
btuR|EG10130|b1270|cobinamide/cobalamin	591	312.173	355	55.2297
bdcR|G7882|b4251|putative	594	315.141	0	0
clsA|EG11608|b1249|cardiolipin	1461	1181.06	705	28.9906
ilvB|EG10494|b3671|acetohydroxy	1689	1409.06	5440	187.504
cobC|G6349|b0638|putative	612	332.948	337	49.1579
djlB|G6353|b0646|J	1428	1148.06	0	0
deaD|EG10215|b3162|ATP-dependent	1890	1610.06	11182	337.301
abpB|G7362|b2627|CP4-57	2190	1910.06	1	0.0254269
livM|EG10541|b3456|branched	1278	998.057	827	40.2429
cobS|EG12150|b1992|cobalamin	744	464.324	278	29.0779
ydiP|G6919|b1696|putative	912	632.057	226	17.3657
psd|EG10775|b4160|phosphatidylserine	969	689.057	1163	81.9717
ilvN|EG10502|b3670|acetohydroxy	291	57.3405	513	434.506
btuC|EG10127|b1711|vitamin	981	701.057	409	28.3341
torD|EG12195|b0998|trimethylamine-N-oxide	600	321.045	132	19.9686
rrlG|EG30082|b2589|23S	2904	2624.06	347.595	6.43339
bipA|EG11837|b3871|50S	1824	1544.06	8649	272.046
yfdQ|G7229|b2360|CPS-53	825	545.171	793	70.6448
ilvH|EG10499|b0078|acetolactate	492	216.277	421	94.5391
cobT|EG12151|b1991|nicotinate-nucleotide&mdash;dimethylbenzimidazole	1080	800.057	446	27.0741
pdeL|EG11236|b0315|DNA-binding	1089	809.057	1498	89.9233
iprA|G6226|b0375|putative	624	344.778	143	20.1436
opgG|EG11885|b1048|osmoregulated	1536	1256.06	2568	99.2945
ilvC|EG10495|b3774|ketol-acid	1476	1196.06	7228	293.498
btuD|EG10128|b1709|vitamin	750	470.324	360	37.1745
ppiB|EG10758|b0525|peptidyl-prolyl	495	219.079	1255	278.217
sra|EG11508|b1480|ribosome-associated	138	12.7273	309	1179.13
dosC|G6784|b1490|diguanylate	1383	1103.06	173	7.61707
yeeR|G7081|b2001|CP4-44	1533	1253.06	515	19.9607
lrp|EG10547|b0889|DNA-binding	495	219.079	2978	660.182
cobU|EG13238|b1993|cobinamide-P	546	268.003	207	37.512
speFL|G0-17074|b4803|leader	105	3.5	0	0
yjdC|EG12176|b4135|putative	576	297.387	448	73.1637
opgB|EG12591|b4359|phosphoglycerol	2292	2012.06	1291	31.162
livH|EG10538|b3457|branched	927	647.057	625	46.9112
gshA|EG10418|b2688|glutamate&mdash;cysteine	1557	1277.06	1648	62.6739
hycI|G7414|b2717|hydrogenase	471	197.149	196	48.2839
rpsN|EG10913|b3307|30S	306	66.6057	3260	2377.09
yoaL|G0-16745|b4751|protein	159	15.6914	55	170.231
ydaU|G6683|b1359|Rac	858	578.116	3	0.252026
ilvY|EG10503|b3773|DNA-binding	894	614.057	449	35.5122
gshB|EG10419|b2947|glutathione	951	671.057	827	59.8529
pdeH|EG12252|b3525|c-di-GMP	768	488.324	354	35.2075
opgC|G6552|b1047|osmoregulated	1158	878.057	577	31.9148
ilvI|EG10500|b0077|acetolactate	1725	1445.06	2683	90.1727
nadC|EG11546|b0109|quinolinate	894	614.057	383	30.2921
sfmC|G6291|b0531|putative	693	413.368	0	0
rpmF|EG10890|b1089|50S	174	17.8995	357	968.651
lsrF|G6804|b1517|3-hydroxy-2,4-pentadione	876	596.057	0	0
ymfK|G6589|b1145|e14	675	395.448	0	0
dcyD|G7038|b1919|D-cysteine	987	707.057	752	51.6539
pncA|EG11135|b1768|nicotinamidase	642	362.634	353	47.2765
yjdM|EG10711|b4108|zinc	336	86.7177	128	71.6872
kdsC|G7663|b3198|3-deoxy-D-<i>manno</i>-octulosonate	567	288.475	837	140.915
ilvD|EG10496|b3771|dihydroxy-acid	1851	1571.06	7342	226.967
nadB|EG10631|b2574|L-aspartate	1623	1343.06	2185	79.0126
hybE|EG11803|b2992|hydrogenase	489	213.538	99	22.5164
rplM|EG10874|b3231|50S	429	159.35	14105	4298.95
hspQ|G6500|b0966|heat	318	74.269	196	128.171
insH2|G6308|b0552|DLP12	981	701.057	0	0
alaB|G0-9281||glutamate&mdash;pyruvate	3	4	0	0
nadD|G6350|b0639|nicotinate-nucleotide	642	362.634	487	65.2229
argL|G0-17012|b4766|putative	96	97	0	0
lptD|EG11569|b0054|lipopolysaccharide	2355	2075.06	7234	169.312
avtA|EG10107|b3572|valine&mdash;pyruvate	1254	974.057	2224	110.889
gmd|EG11787|b2053|GDP-mannose	1122	842.057	216	12.4581
pcm|EG10689|b2743|protein-L-isoaspartate	627	347.778	612	85.4653
rmf|EG50004|b0953|ribosome	168	16.9582	4002	11461.4
chaB|EG12402|b1217|putative	231	30.1131	238	383.85
alaA|G7184|b2290|glutamate&mdash;pyruvate	1218	938.057	894	46.2858
yafW|G6121|b0246|antitoxin	318	74.269	1	0.653931
nadR|EG11335|b4390|DNA-binding	1233	953.057	695	35.4165
rcsF|EG11502|b0196|sensor	405	138.546	261	91.4926
lapB|EG12691|b1280|lipopolysaccharide	1170	890.057	1341	73.1729
ilvE|EG10497|b3770|branched-chain-amino-acid	930	650.057	2934	219.204
nadE|EG10663|b1740|NH<sub>3</sub>-dependent	828	548.116	784	69.4678
yfcS|G7207|b2336|putative	753	473.324	0	0
rrlC|EG30079|b3758|23S	2904	2624.06	18283	338.388
cnu|G6869|b1625|H-NS-	216	26.084	145	269.981
cspB|EG12203|b1557|Qin	216	26.084	0	0
alaC|G7242|b2379|glutamate&mdash;pyruvate	1239	959.057	1856	93.9881
pncC|G7409|b2700|NMN	498	221.945	382	83.5906
ycgR|G6623|b1194|flagellar	735	455.324	267	28.4794
lptE|EG10855|b0641|lipopolysaccharide	582	303.297	761	121.859
alr|EG10001|b4053|alanine	1080	800.057	500	30.3521
nadK|EG12192|b2615|NAD	879	599.057	459	37.2121
ecpB|G6163|b0292|putative	669	389.448	212	26.4378
rpmI|EG11231|b1717|50S	198	22.8059	3854	8207.39
baxL|G0-17040|b4794|putative	27	28	0	0
ydfA|EG11300|b1571|Qin	156	14.9867	47	152.311
hisG|EG10449|b2019|ATP	900	620.057	1419	111.145
rffG|EG11453|b3788|dTDP-glucose	1068	788.057	1048	64.5867
rseX|G0-10574|b4603|small	91	92	38	20.0602
proQ|EG12866|b1831|RNA	699	419.368	4447	515.005
lapA|G6637|b1279|lipopolysaccharide	309	68.5765	758	536.826
hisC|EG10446|b2021|histidinol-phosphate	1071	791.057	726	44.5726
pncB|EG10742|b0931|nicotinate	1203	923.057	2473	130.117
djlA|EG11570|b0055|co-chaperone	816	536.171	621	56.2507
rpsK|EG10910|b3297|30S	390	127.225	7417	2831.37
pspA|EG10776|b1304|phage	669	389.448	345	43.0238
hisL|EG11269|b2018|<i>his</i>	51	52	82	76.5861
nadA|EG10630|b0750|quinolinate	1044	764.057	1029	65.4077
bluF|G6603|b1163|blue	1212	932.057	1418	73.8879
asmA|EG11361|b2064|putative	1854	1574.06	1848	57.0192
hisH|EG10450|b2023|imidazole	591	312.173	434	67.5203
rfbB|EG12412|b2041|dTDP-glucose	1086	806.057	1376	82.9072
dnaJ|EG10240|b0015|chaperone	1131	851.057	975	55.6398
rpmC|EG10887|b3312|50S	192	21.9088	704	1560.61
yfjY|G7379|b2644|CP4-57	483	208.009	0	0
hisD|EG10447|b2020|histidinal/histidinol	1305	1025.06	996	47.1901
moaA|EG11595|b0781|GTP	990	710.057	606	41.4495
rraA|EG11879|b3929|ribonuclease	486	210.732	2126	489.972
hisA|EG10444|b2024|1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	738	458.324	848	89.8593
moeA|EG10153|b0827|molybdopterin	1236	956.057	529	26.8727
ydeM|G6787|b1497|putative	1158	878.057	267	14.7682
rplJ|EG10871|b3985|50S	498	221.945	13468	2947.11
yfjH|G7359|b2623|CP4-57	957	677.057	1	0.0717322
hisI|EG10451|b2026|putative	612	332.948	601	87.6673
mocA|G7496|b2877|molybdenum	579	300.357	182	29.4288
gcvB|G0-8867|b4443|small	206	23.896	185	375.998
hisF|EG10448|b2025|imidazole	777	497.324	1345	131.348
tusA|EG12216|b3470|sulfur	246	36.271	224	299.936
cpxP|G7816|b4484|periplasmic	501	224.832	467	100.878
ssrA|EG30100|b2621|tmRNA	363	106.836	54286	24678
yfdN|G7226|b2357|CPS-53	495	219.079	110	24.3855
hisB|EG10445|b2022|imidazoleglycerol-phosphate	1068	788.057	1053	64.8948
moaC|EG11666|b0783|cyclic	486	210.732	229	52.7769
rraB|G7885|b4255|ribonuclease	417	148.725	650	212.26
trpL|EG11274|b1265|<i>trp</i>	45	46	28	29.5624
moaB|EG11596|b0782|protein	513	236.486	282	57.9141
elfD|G6481|b0939|putative	702	422.368	1	0.114987
rrfH|EG30076|b0205|5S	120	8.66667	0.000732986	0.00410755
letB|G7007|b1834|lipophilic	2634	2354.06	1787	36.8678
tfaQ|G6820|b1546|Qin	576	297.387	0.697668	0.113938
trpD|EG11027|b1263|anthranilate	1596	1316.06	899	33.176
moeB|EG10154|b0826|molybdopterin-synthase	750	470.324	197	20.3427
yehB|EG11988|b2109|putative	2481	2201.06	919	20.2779
rirA|G0-16662|b4760|small	73	74	171	112.229
ugpB|EG11047|b3453|<i>sn</i>-glycerol	1317	1037.06	726	33.9996
trpA|EG11024|b1260|tryptophan	807	527.224	620	57.1132
modA|EG12427|b0763|molybdate	774	494.324	410	40.2821
msrB|EG12394|b1778|methionine	414	146.037	1951	648.834
rimM|EG11153|b2608|ribosome	549	270.949	10855	1945.73
zntB|G6674|b1342|Zn<sup>2+</sup>:H<sup>+</sup>	984	704.057	345	23.7986
racR|G6680|b1356|Rac	477	202.719	0	0
aroH|EG10080|b1704|3-deoxy-7-phosphoheptulonate	1047	767.057	590	37.3563
mobA|EG11829|b3857|molybdenum	585	306.297	194	30.7609
suhB|EG10983|b2533|Nus	804	524.224	1361	126.09
wzxE|EG11486|b3792|lipid	1251	971.057	845	42.2621
phnK|EG10720|b4097|carbon-phosphorus	759	479.324	144	14.5906
trpE|EG11028|b1264|anthranilate	1563	1283.06	1060	40.1236
moaD|EG11597|b0784|MoaD-S	246	36.271	65	87.0349
yadV|EG11973|b0140|putative	741	461.324	54	5.68496
rpsH|EG10907|b3306|30S	393	129.466	6182	2319.07
pqiA|G6490|b0950|intermembrane	1254	974.057	781	38.9409
ymfH|G6586|b1142|e14	312	70.4188	1	0.689685
trpB|EG11025|b1261|tryptophan	1194	914.057	1378	73.2176
mog|EG11511|b0009|molybdopterin	588	309.235	324	50.8857
rflP|G6925|b1707|anti-FlhDC	714	434.368	371	41.4816
fepE|EG10297|b0587|polysaccharide	1134	854.057	786	44.6967
pstB|EG10783|b3725|phosphate	774	494.324	347	34.0924
mtr|EG10617|b3161|tryptophan:H<sup>+</sup>	1245	965.057	603	30.3462
modC|EG10152|b0765|molybdate	1059	779.057	480	29.9234
fkpB|EG11080|b0028|peptidyl-prolyl	450	178.313	359	97.7803
rplX|EG10884|b3309|50S	315	72.3225	7516	5047.23
aaeA|G7686|b3241|aromatic	933	653.057	259	19.2614
ybcO|G6305|b0549|DLP12	291	57.3405	23	19.4808
trpR|EG11029|b4393|DNA-binding	327	80.445	170	102.634
modE|G6395|b0761|DNA-binding	789	509.224	349	33.2856
rydC|G0-10592|b4597|small	65	66	17	12.5096
cusF|G6321|b0573|copper/silver	333	84.63	138	79.1944
phnH|EG10717|b4100|carbon-phosphorus	585	306.297	94	14.9048
trpC|EG11026|b1262|fused	1362	1082.06	1697	76.1678
moaE|EG11598|b0785|molybdopterin	453	180.831	227	60.9667
fkpA|G7716|b3347|peptidyl-prolyl	813	533.171	4887	445.16
rplE|EG10868|b3308|50S	540	262.136	7572	1402.89
mlaB|G7658|b3191|intermembrane	294	59.0125	97	79.8303
ylcH|G0-10584|b4588|DLP12	102	2	1	24.2834
tnaB|EG11006|b3709|tryptophan:H<sup>+</sup>	1248	968.057	359	18.0108
entC|EG10261|b0593|isochorismate	1176	896.057	752	40.7588
yahN|G6193|b0328|putative	672	392.448	171	21.1618
chpB|EG12096|b4225|endoribonuclease	351	97.3768	0	0
pldA|EG10738|b3821|outer	870	590.057	711	58.5214
tyrP|EG11041|b1907|tyrosine:H<sup>+</sup>	1212	932.057	893	46.5317
entH|EG11105|b0597|proofreading	414	146.037	186	61.8571
djlC|G6356|b0649|co-chaperone	1452	1172.06	1	0.0414372
rrsG|EG30089|b2591|16S	1542	1262.06	23733.4	913.314
mlaA|G7216|b2346|intermembrane	756	476.324	576	58.73
ompX|EG12117|b0814|outer	516	239.365	2450	497.101
pheL|EG11271|b2598|<i>phe</i>	48	49	14	13.8762
entD|EG10262|b0583|phosphopantetheinyl	621	341.88	294	41.765
glmY|G0-8910|b4441|small	184	19.6957	1169	2882.59
lplT|EG12455|b2835|lysophospholipid	1194	914.057	605	32.1456
ssuA|G6478|b0936|aliphatic	960	680.057	189	13.4976
aroP|EG10084|b0112|aromatic	1374	1094.06	2779	123.364
entA|EG10259|b0596|2,3-dihydro-2,3-dihydroxybenzoate	747	467.324	325	33.7758
yegD|EG12200|b2069|HSP70	1353	1073.06	512	23.1732
rrfD|EG30073|b3274|5S	120	8.66667	0.000732986	0.00410755
clcB|G6850|b1592|putative	1257	977.057	277	13.7689
tfaE|EG11120|b1156|e14	603	323.98	0	0
tyrA|EG11039|b2600|fused	1122	842.057	3516	202.79
entE|EG10263|b0594|2,3-dihydroxybenzoate-AMP	1611	1331.06	792	28.898
pqiB|G6491|b0951|intermembrane	1641	1361.06	1366	48.7432
iraD|G7923|b4326|anti-adaptor	393	129.466	1	0.375132
phoR|EG10733|b0400|sensor	1296	1016.06	562	26.8632
tyrB|EG11040|b4054|tyrosine	1194	914.057	929	49.3608
entB|EG10260|b0595|<i>holo</i>	858	578.116	557	46.7929
surA|EG10985|b0053|chaperone	1287	1007.06	4242	204.577
rpsU|EG10920|b3065|30S	216	26.084	1145	2131.92
nlpA|EG10657|b3661|lipoprotein-28	819	539.171	797	71.7913
yfjU|G7373|b2638|CP4-57	315	72.3225	0	0
pheA|EG10707|b2599|fused	1161	881.057	1177	64.8802
ubiF|G6365|b0662|3-demethoxyubiquinol	1176	896.057	743	40.271
paeA|G7873|b4218|putative	1344	1064.06	1191	54.3609
pspH|G0-16700|b4758|small	111	4.8	2	20.2362
pitB|EG12883|b2987|metal	1500	1220.06	462	18.3908
aroG|EG10079|b0754|3-deoxy-7-phosphoheptulonate	1053	773.057	3132	196.766
ubiI|EG11333|b2906|2-octaprenylphenol	1203	923.057	767	40.3558
skp|EG10455|b0178|periplasmic	486	210.732	3377	778.287
rpsE|EG10904|b3303|30S	504	227.718	8140	1736.07
ybhG|G6412|b0795|HlyD_D23	999	719.057	395	26.6792
yffQ|G7278|b2448|CPZ-55	378	118.268	0	0
cysM|EG10193|b2421|cysteine	912	632.057	1606	123.404
menH|EG12438|b2263|2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	759	479.324	164	16.6171
mlaC|G7659|b3192|intermembrane	636	356.742	1055	143.627
mtfA|G7063|b1976|Mlc	798	518.224	1014	95.0299
phnP|EG10725|b4092|5-phospho-&alpha;-D-ribosyl	759	479.324	159	16.1105
cysB|EG10184|b1275|DNA-binding	975	695.057	919	64.2147
ubiV|G7653|b3159|ubiquinone	879	599.057	234	18.9709
hemW|G7531|b2955|heme	1137	857.057	836	47.3736
rplT|EG10881|b1716|50S	357	102.194	4515	2145.71
proY|G6233|b0402|putative	1374	1094.06	830	36.8449
yfdI|G7221|b2352|CPS-53	1332	1052.06	0	0
cbl|G7071|b1987|DNA-binding	951	671.057	520	37.6343
ispG|EG10370|b2515|(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate	1119	839.057	2441	141.291
ygaZ|G7405|b2682|L-valine	738	458.324	643	68.1362
sdsN|G0-10699|b4719|small	137	12.2857	17	67.2029
ppx|EG11403|b2502|exopolyphosphatase	1542	1262.06	1164	44.7934
cysE|EG10187|b3607|serine	822	542.171	978	87.6078
ubiK|G7582|b3042|ubiquinone	291	57.3405	334	282.895
sfmH|G6293|b0533|putative	984	704.057	0	0
rplB|EG10865|b3317|50S	822	542.171	13512	1210.38
mlaD|EG12799|b3193|intermembrane	552	273.839	1023	181.434
flxA|G6833|b1566|Qin	333	84.63	0	0
cysK|EG10192|b2414|cysteine	972	692.057	7859	551.525
ubiD|EG11396|b3843|3-octaprenyl-4-hydroxybenzoate	1494	1214.06	2289	91.5685
istR|G0-10201|b4616|small	140	11.8929	0	0
letA|G7006|b1833|intermembrane	1284	1004.06	684	33.0855
ugpC|EG11048|b3450|<i>sn</i>-glycerol	1071	791.057	529	32.4779
serC|EG10946|b0907|phosphoserine/phosphohydroxythreonine	1089	809.057	2463	147.851
menI|G6912|b1686|1,4-dihydroxy-2-naphthoyl-CoA	411	143.45	316	106.986
cbpA|EG12193|b1000|curved	921	641.057	301	22.8039
rrsC|EG30086|b3756|16S	1542	1262.06	149.484	5.75247
nfrA|EG11740|b0568|exopolysaccharide	2973	2693.06	704	12.696
sdaC|EG12142|b2796|L-serine:H<sup>+</sup>	1290	1010.06	1362	65.4894
ynaE|G6698|b1375|Rac	234	31.3647	0	0
rapZ|EG12146|b3205|RNase	855	575.116	1114	94.074
pqiC|G6492|b0952|intermembrane	564	285.532	288	48.9866
phnL|EG10721|b4096|methylphosphonate	681	401.368	138	16.6984
serA|EG10944|b2913|phosphoglycerate	1233	953.057	3967	202.154
tldE|EG10741|b4235|metalloprotease	1353	1073.06	1326	60.0151
rrfA|EG30070|b3855|5S	120	8.66667	0	0
yidC|EG11197|b3705|membrane	1647	1367.06	8305	295.048
sstT|EG12732|b3089|serine/threonine:Na<sup>+</sup>	1245	965.057	5248	264.107
intR|G6676|b1345|Rac	1236	956.057	82	4.16552
lptF|G7888|b4261|lipopolysaccharide	1101	821.057	1527	90.3244
iraM|G6600|b1160|anti-adaptor	324	78.2884	2	1.24072
pstC|EG10784|b3727|phosphate	960	680.057	381	27.2094
serB|EG10945|b4388|phosphoserine	969	689.057	692	48.7742
slyD|EG11663|b3349|FKBP-type	591	312.173	1921	298.863
rpsR|EG10917|b4202|30S	228	29.4699	802	1321.71
lolA|G6465|b0891|outer	612	332.948	1221	178.106
ltaE|G6455|b0870|low-specificity	1002	722.057	493	33.16
ymfD|G6582|b1137|e14	666	386.448	0	0
viaA|EG11730|b3745|protein	1452	1172.06	633	26.2298
aaeB|G7685|b3240|aromatic	1968	1688.06	692	19.9094
phnI|EG10718|b4099|carbon-phosphorus	1065	785.057	234	14.4762
gltK|EG12662|b0653|glutamate/aspartate	675	395.448	1256	154.255
paoD|G6154|b0283|molybdenum	957	677.057	0	0
rpsB|EG10901|b0169|30S	726	446.324	14497	1577.49
copA|G6260|b0484|soluble	2505	2225.06	2752	60.0685
gltP|EG10405|b4077|glutamate/aspartate	1314	1034.06	1293	60.7286
ybcM|G6302|b0546|DLP12	798	518.224	314	29.4274
ygaH|G7406|b2683|L-valine	336	86.7177	156	87.3688
csrB|G0-8785|b4408|small	369	111.125	152061	66457.6
ppa|EG10755|b4226|inorganic	531	253.421	1491	285.742
gdhA|EG10372|b1761|glutamate	1344	1064.06	3266	149.07
ccmE|EG12055|b2197|periplasmic	480	205.282	97	22.9488
rplQ|EG10878|b3294|50S	384	122.814	1762	696.782
feoC|EG12933|b3410|ferrous	237	32.4807	118	176.44
gltL|EG12663|b0652|glutamate/aspartate	726	446.324	1446	157.347
ykfC|G6133|b0258|CP4-6	1146	866.057	0	0
yicC|EG11192|b3644|putative	864	584.116	746	62.0268
phnF|EG10715|b4102|putative	726	446.324	136	14.7989
gltS|EG10406|b3653|glutamate:sodium	1206	926.057	1007	52.8118
fklB|G7865|b4207|peptidyl-prolyl	621	341.88	903	128.278
hflX|EG10437|b4173|ribosome	1281	1001.06	5752	279.061
gltB|EG10403|b3212|glutamate	4461	4181.06	6927	80.4635
rzoD|G0-10436|b4510|DLP12	183	19.464	45.2079	112.803
mzrA|G7610|b3096|modulator	384	122.814	108	42.7085
pstS|EG10734|b3728|phosphate	1041	761.057	579	36.9488
gltI|G6359|b0655|glutamate/aspartate	909	629.057	5166	398.845
ycdY|G6541|b1035|chaperone	555	276.729	414	72.6584
rrlH|EG30083|b0204|23S	2904	2624.06	20799.4	384.962
gltJ|EG12661|b0654|glutamate/aspartate	741	461.324	1577	166.022
ralR|EG11900|b1348|Rac	195	22.3908	0	0
cpxQ|G0-16649|b4716|small	58	59	0	0
phoA|EG10727|b0383|alkaline	1416	1136.06	431	18.4254
gltD|EG10404|b3213|glutamate	1419	1139.06	2341	99.8149
ycbF|EG12397|b0944|putative	711	431.368	0	0
yggL|EG12443|b2959|putative	327	80.445	431	260.206
lit|EG10535|b1139|e14	894	614.057	0	0
uof|G0-10580|b4637|RyhB-regulated	87	88	347	191.508
ppk|EG11510|b2501|polyphosphate	2067	1787.06	1380	37.5042
yehC|EG11989|b2110|putative	720	440.368	153	16.8739
rpsO|EG10914|b3165|30S	270	46.4945	2813	2938.38
yfjR|G7369|b2634|CP4-57	702	422.368	0	0
yafJ|G6107|b0223|putative	768	488.324	320	31.826
csrD|EG10018|b3252|regulator	1941	1661.06	986	28.8292
ugpE|EG11049|b3451|<i>sn</i>-glycerol	846	566.116	336	28.8253
hslO|G7744|b3401|molecular	879	599.057	643	52.1293
rpmG|EG10891|b3636|50S	168	16.9582	193	552.736
yahH|G0-10550|b0322|putative	321	76.2386	376.389	239.773
yffN|G7275|b2445|CPZ-55	369	111.125	0	0
yicU|G0-17043|b4797|protein	60	61	0	0
phnM|EG10722|b4095|RPnTP	1137	857.057	243	13.7701
hscC|G6357|b0650|chaperone	1671	1391.06	2	0.0698272
rplN|EG10875|b3310|50S	372	113.486	8308	3555.46
yccJ|EG12703|b1003|PF13993	228	29.4699	61	100.529
intS|G7218|b2349|CPS-53	1158	878.057	0	0
yoaM|G0-17025|b4779|protein	36	37	0	0
ugpA|EG11046|b3452|<i>sn</i>-glycerol	888	608.057	285	22.7635
iscX|EG12311|b2524|accessory	201	23.5929	138	284.078
der|G7319|b2511|50S	1473	1193.06	2916	118.704
yiaT|EG12288|b3584|outer	741	461.324	0	0
ydfT|G6830|b1559|Qin	753	473.324	0	0
yqhI|G0-16749|b4755|protein	144	12.7945	17.8176	67.6341
phnJ|EG10719|b4098|carbon-phosphorus	846	566.116	117	10.0374
htpG|EG10461|b0473|chaperone	1875	1595.06	1524	46.4032
rrlD|EG30080|b3275|23S	2904	2624.06	108.819	2.01406
yeiP|EG12035|b2171|elongation	573	294.387	459	75.724
stfR|G6695|b1372|Rac	3363	3083.06	996.757	15.7017
ymdG|G0-16732|b4737|protein	27	28	0	0
pstA|EG10782|b3726|phosphate	891	611.057	382	30.3613
dsbG|G6333|b0604|protein	747	467.324	364	37.8288
rpmJ|EG11232|b3299|50S	117	7.66667	3539	22418.9
yibI|EG11765|b3598|DUF3302	363	106.836	79	35.9128
ymfQ|G6597|b1153|e14	585	306.297	0	0
ykgR|G0-10654|b4671|uncharacterized	102	2	149	3618.23
phnG|EG10716|b4101|carbon-phosphorus	453	180.831	74	19.8746
cbpM|EG12194|b0999|chaperone	306	66.6057	58	42.2918
rpsL|EG10911|b3342|30S	375	115.85	4880	2045.81
yigZ|EG11484|b3848|IMPACT	615	335.915	209	30.2174
tfaD|G6315|b0561|DLP12	564	285.532	61.1694	10.4045
ymgJ|G0-10590|b4594|uncharacterized	186	20.2412	1	2.3994
phoU|EG10735|b3724|negative	726	446.324	459	49.9462
ppiA|EG10757|b3363|peptidyl-prolyl	573	294.387	509	83.9728
rpmD|EG10888|b3302|50S	180	19.1921	331	837.617
yacC|EG11089|b0122|putative	348	94.9281	346	177.019
intF|G6152|b0281|CP4-6	1401	1121.06	3	0.129967
yjiG|G7926|b4329|Gate	462	188.958	51	13.1083
ariR|G6606|b1166|putative	267	45.1575	86	92.4928
ssuC|G6476|b0934|aliphatic	792	512.224	136	12.8949
cnoX|G6268|b0492|chaperedoxin	855	575.116	407	34.3699
rplK|EG10872|b3983|50S	429	159.35	7648	2330.97
yhfU|G7730|b3378|DUF2620	354	99.7905	50	24.3344
perR|G6129|b0254|CP4-6	894	614.057	0	0
yqiJ|G7588|b3050|DUF1449	630	350.742	246	34.0633
ylbG|G6273|b0502|putative	372	113.486	67	28.673
phoB|EG10728|b0399|DNA-binding	690	410.368	342	40.4755
oppA|EG10674|b1243|oligopeptide	1632	1352.06	3436	123.423
rplU|EG50001|b3186|50S	312	70.4188	8568	5909.22
ygeY|G7491|b2872|putative	1212	932.057	262	13.6521
ycfK|EG12877|b1154|e14	630	350.742	0	0
yqaA|G7407|b2689|DedA	429	159.35	382	116.427
fumE|EG11162|b2929|fumarase	510	233.509	200	41.5973
pitA|EG12230|b3493|metal	1500	1220.06	2759	109.828
dnaQ|EG10243|b0215|DNA	732	452.324	754	80.9583
rrlA|EG30077|b3854|23S	2905	2625.06	79412.5	1469.23
yfdF|G7215|b2345|protein	1059	779.057	0	0
hfq|EG10438|b4172|RNA-binding	309	68.5765	1286	910.763
yodB|G7062|b1974|putative	531	253.421	1	0.191645
dctR|EG11889|b3507|putative	531	253.421	225	43.1201
phnN|EG10723|b4094|ribose	558	279.617	68	11.811
hchA|G7055|b1967|protein/nucleic	852	572.116	644	54.669
rbfA|EG11178|b3167|30S	402	136.017	343	122.473
ydjO|G6935|b1730|protein	804	524.224	0	0
yjhP|G7916|b4306|KpLE2	747	467.324	0	0
ydeQ|G6792|b1502|putative	915	635.057	312	23.8606
tldD|G7689|b3244|metalloprotease	1446	1166.06	1902	79.2192
psiF|EG11401|b0384|phosphate	321	76.2386	94	59.8815
norW|EG12450|b2711|NADH:flavorubredoxin	1134	854.057	256	14.5577
ecpE|G6160|b0289|putative	711	431.368	162	18.2392
rpsI|EG10908|b3230|30S	393	129.466	1921	720.629
ycjX|G6659|b1321|DUF463	1398	1118.06	359	15.5944
qorA|EG11492|b4051|putative	984	704.057	586	40.4231
rnlB|G7366|b2631|CP4-57	372	113.486	0	0
ycdU|G6536|b1029|uncharacterized	987	707.057	0	0
mqsA|G7571|b3021|antitoxin	396	131.6	0	0
ydeN|G6788|b1498|putative	1683	1403.06	1023	35.4111
cybB|EG10172|b1418|superoxide	531	253.421	421	80.6824
hscA|EG12130|b2526|iron-sulfur	1851	1571.06	2902	89.7109
